TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
5900.9	-645.0	-393.0	1	-623.0	-373.0	1	-634.0	-383.0	3.5223	1	3.1795	1	3.3509
5917.5	-645.0	-393.0	1	-623.0	-373.0	1	-634.0	-383.0	3.5223	1	3.1795	1	3.3509
5934.2	-423.0	-837.0	1	-352.0	-892.0	1	-387.5	-864.5	3.5073	1	3.0965	1	3.3019
5950.8	-402.0	-906.0	1	-324.0	-913.0	1	-363.0	-909.5	3.5859	1	3.2717	1	3.4288
5967.5	-398.0	-968.0	1	-322.0	-957.0	1	-360.0	-962.5	3.5805	1	3.2687	1	3.4246
5984.1	-402.0	-969.0	1	-321.0	-951.0	1	-361.5	-960.0	3.5701	1	3.2721	1	3.4211
6000.8	-394.0	-975.0	1	-329.0	-927.0	1	-361.5	-951.0	3.557	1	3.2897	1	3.4233
6017.4	-397.0	-976.0	1	-350.0	-960.0	1	-373.5	-968.0	3.5459	1	3.2327	1	3.3893
6034.1	-402.0	-966.0	1	-350.0	-968.0	1	-376.0	-967.0	3.5372	1	3.2232	1	3.3802
6050.8	-383.0	-966.0	1	-345.0	-938.0	1	-364.0	-952.0	3.5364	1	3.2535	1	3.395
6067.4	-385.0	-964.0	1	-352.0	-945.0	1	-368.5	-954.5	3.5354	1	3.2367	1	3.386
6084.1	-400.0	-972.0	1	-356.0	-960.0	1	-378.0	-966.0	3.5298	1	3.2038	1	3.3668
6100.7	-400.0	-970.0	1	-355.0	-950.0	1	-377.5	-960.0	3.5157	1	3.2044	1	3.3601
6117.4	-377.0	-963.0	1	-348.0	-955.0	1	-362.5	-959.0	3.5151	1	3.2074	1	3.3612
6134.0	-368.0	-971.0	1	-353.0	-951.0	1	-360.5	-961.0	3.5059	1	3.1915	1	3.3487
6150.7	-380.0	-986.0	1	-357.0	-942.0	1	-368.5	-964.0	3.4819	1	3.1739	1	3.3279
6167.3	-391.0	-995.0	1	-353.0	-935.0	1	-372.0	-965.0	3.478	1	3.1596	1	3.3188
6184.0	-384.0	-981.0	1	-336.0	-916.0	1	-360.0	-948.5	3.4763	1	3.1784	1	3.3274
6200.6	-369.0	-969.0	1	-334.0	-919.0	1	-351.5	-944.0	3.4507	1	3.1743	1	3.3125
6217.3	-422.0	-920.0	1	-395.0	-902.0	1	-408.5	-911.0	3.4367	1	3.1696	1	3.3031
6234.0	-459.0	-883.0	1	-419.0	-879.0	1	-439.0	-881.0	3.5329	1	3.3161	1	3.4245
6250.6	nan	nan	0	-626.0	-135.0	1	-626.0	-135.0	nan	0	3.0559	1	3.0559
6267.3	-819.0	75.0	1	-696.0	-6.0	1	-757.5	34.5	3.3912	1	3.0513	1	3.2212
6283.9	-814.0	78.0	1	-752.0	96.0	1	-783.0	87.0	3.456	1	3.0476	1	3.2518
6300.6	-804.0	93.0	1	-769.0	149.0	1	-786.5	121.0	3.4671	1	3.0362	1	3.2517
6317.2	-804.0	94.0	1	-766.0	122.0	1	-785.0	108.0	3.4467	1	3.0654	1	3.2561
6333.9	-798.0	102.0	1	-777.0	110.0	1	-787.5	106.0	3.4483	1	3.0798	1	3.2641
6350.5	-787.0	109.0	1	-754.0	77.0	1	-770.5	93.0	3.4704	1	3.1164	1	3.2934
6367.2	-791.0	107.0	1	-758.0	69.0	1	-774.5	88.0	3.4795	1	3.1184	1	3.299
6383.8	-794.0	114.0	1	-795.0	106.0	1	-794.5	110.0	3.5028	1	3.0707	1	3.2868
6400.5	-787.0	112.0	1	-800.0	105.0	1	-793.5	108.5	3.5121	1	3.1025	1	3.3073
6417.2	-801.0	100.0	1	-786.0	86.0	1	-793.5	93.0	3.5082	1	3.1255	1	3.3168
6433.8	-805.0	101.0	1	-778.0	89.0	1	-791.5	95.0	3.5146	1	3.1337	1	3.3241
6450.5	-794.0	96.0	1	-788.0	105.0	1	-791.0	100.5	3.535	1	3.1365	1	3.3357
6467.1	-790.0	100.0	1	-801.0	100.0	1	-795.5	100.0	3.5336	1	3.1331	1	3.3333
6483.8	-788.0	106.0	1	-796.0	90.0	1	-792.0	98.0	3.5043	1	3.1276	1	3.3159
6500.4	-793.0	108.0	1	-780.0	95.0	1	-786.5	101.5	3.4941	1	3.1225	1	3.3083
6517.1	-786.0	118.0	1	-797.0	109.0	1	-791.5	113.5	3.5074	1	3.1089	1	3.3082
6533.7	-785.0	120.0	1	-809.0	118.0	1	-797.0	119.0	3.4928	1	3.0778	1	3.2853
6550.4	-780.0	111.0	1	-785.0	88.0	1	-782.5	99.5	3.4541	1	3.0628	1	3.2584
6567.0	-776.0	103.0	1	-787.0	82.0	1	-781.5	92.5	3.4423	1	3.0606	1	3.2514
6583.7	-775.0	114.0	1	-814.0	105.0	1	-794.5	109.5	3.4245	1	3.0406	1	3.2326
6600.4	-781.0	118.0	1	-809.0	104.0	1	-795.0	111.0	3.4209	1	3.037	1	3.229
6617.0	-818.0	123.0	1	-778.0	102.0	1	-798.0	112.5	3.3894	1	3.033	1	3.2112
6633.7	-814.0	123.0	1	-776.0	124.0	1	-795.0	123.5	3.3829	1	3.0046	1	3.1937
6650.3	-775.0	108.0	1	-775.0	119.0	1	-775.0	113.5	3.4169	1	3.0121	1	3.2145
6667.0	-772.0	96.0	1	-776.0	102.0	1	-774.0	99.0	3.4089	1	3.0257	1	3.2173
6683.6	-785.0	109.0	1	-780.0	100.0	1	-782.5	104.5	3.3955	1	3.0119	1	3.2037
6700.3	-786.0	123.0	1	-780.0	113.0	1	-783.0	118.0	3.3995	1	3.0217	1	3.2106
6716.9	-803.0	129.0	1	-802.0	133.0	1	-802.5	131.0	3.3765	1	3.0314	1	3.204
6733.6	-797.0	121.0	1	-811.0	130.0	1	-804.0	125.5	3.3866	1	3.0378	1	3.2122
6750.2	-774.0	107.0	1	-815.0	140.0	1	-794.5	123.5	3.4133	1	3.046	1	3.2297
6766.9	-778.0	111.0	1	-807.0	122.0	1	-792.5	116.5	3.4065	1	3.037	1	3.2218
6783.6	-784.0	116.0	1	-792.0	98.0	1	-788.0	107.0	3.4143	1	3.0398	1	3.2271
6800.2	-789.0	112.0	1	-793.0	105.0	1	-791.0	108.5	3.4233	1	3.0367	1	3.23
6816.9	-804.0	111.0	1	-790.0	123.0	1	-797.0	117.0	3.4138	1	3.0287	1	3.2212
6833.5	-806.0	114.0	1	-791.0	123.0	1	-798.5	118.5	3.4132	1	3.0263	1	3.2197
6850.2	-790.0	111.0	1	-803.0	124.0	1	-796.5	117.5	3.4229	1	3.007	1	3.2149
